chromosome	start	end	strand	C%+G%	Obs/Exp	len	gene_id
chr20	gene	41234673	41235376	-	61.31	0.62	40.0	PTPRT
chr20	transcript	41234673	41235376	-	61.31	0.62	40.0	PTPRT
chr20	gene	41330177	41331215	-	64.07	0.76	81.0	PTPRT
chr20	transcript	41330177	41331215	-	64.07	0.76	81.0	PTPRT
chr20	gene	41335349	41336059	-	58.87	0.7	43.0	PTPRT
chr20	transcript	41335349	41336059	-	58.87	0.7	43.0	PTPRT
chr20	gene	41337717	41339383	-	67.95	0.8	153.0	PTPRT
chr20	transcript	41337717	41339383	-	67.95	0.8	153.0	PTPRT
chr20	gene	41341083	41341777	-	61.53	0.78	51.0	PTPRT
chr20	transcript	41341083	41341777	-	61.53	0.78	51.0	PTPRT
chr20	gene	41521530	41524343	-	64.59	0.88	256.0	PTPRT
chr20	transcript	41521530	41524343	-	64.59	0.88	256.0	PTPRT
chr20	gene	41528764	41530048	-	63.4	0.69	89.0	PTPRT
chr20	transcript	41528764	41530048	-	63.4	0.69	89.0	PTPRT
chr20	gene	41530407	41530975	-	60.21	0.95	45.0	PTPRT
chr20	transcript	41530407	41530975	-	60.21	0.95	45.0	PTPRT
chr20	gene	41531134	41533570	-	60.1	0.78	172.0	PTPRT
chr20	transcript	41531134	41533570	-	60.1	0.78	172.0	PTPRT
chr20	gene	41533739	41534531	-	63.76	0.77	62.0	PTPRT
chr20	transcript	41533739	41534531	-	63.76	0.77	62.0	PTPRT
chr20	gene	41534637	41535408	-	59.27	0.69	47.0	PTPRT
chr20	transcript	41534637	41535408	-	59.27	0.69	47.0	PTPRT
chr20	gene	41535831	41536508	-	62.04	0.71	46.0	PTPRT
chr20	transcript	41535831	41536508	-	62.04	0.71	46.0	PTPRT
chr20	gene	41536685	41537348	-	58.82	0.77	44.0	PTPRT
chr20	transcript	41536685	41537348	-	58.82	0.77	44.0	PTPRT
chr20	gene	41537917	41539759	-	64.88	0.84	162.0	PTPRT
chr20	transcript	41537917	41539759	-	64.88	0.84	162.0	PTPRT
chr20	gene	41647227	41649256	-	72.15	0.98	258.0	PTPRT
chr20	transcript	41647227	41649256	-	72.15	0.98	258.0	PTPRT
chr20	gene	41652713	41653541	-	61.35	0.88	68.0	PTPRT
chr20	transcript	41652713	41653541	-	61.35	0.88	68.0	PTPRT
chr20	gene	41740841	41742001	-	64.31	0.86	103.0	PTPRT
chr20	transcript	41740841	41742001	-	64.31	0.86	103.0	PTPRT
chr20	gene	41751653	41752280	-	54.86	0.6	28.0	PTPRT
chr20	transcript	41751653	41752280	-	54.86	0.6	28.0	PTPRT
chr20	gene	43285515	43286635	-	66.34	0.67	81.0	RP11-445H22.3
chr20	transcript	43285515	43286635	-	66.34	0.67	81.0	RP11-445H22.3
chr20	gene	43286744	43287649	-	62.76	0.7	62.0	RP11-445H22.3
chr20	transcript	43286744	43287649	-	62.76	0.7	62.0	RP11-445H22.3
chr20	gene	43365204	43366756	-	67.78	0.61	108.0	RP11-445H22.4
chr20	transcript	43365204	43366756	-	67.78	0.61	108.0	RP11-445H22.4
chr20	gene	44456387	44457235	-	70.99	0.84	89.0	TNNC2
chr20	transcript	44456387	44457235	-	70.99	0.84	89.0	TNNC2
chr20	gene	44477143	44477805	-	56.04	0.95	49.0	ACOT8
chr20	transcript	44477143	44477805	-	56.04	0.95	49.0	ACOT8
chr20	gene	44536655	44537571	-	60.7	0.85	71.0	PLTP
chr20	transcript	44536655	44537571	-	60.7	0.85	71.0	PLTP
chr20	gene	44539941	44540449	-	56.5	0.77	31.0	PLTP
chr20	transcript	44539941	44540449	-	56.5	0.77	31.0	PLTP
chr20	gene	44577730	44578356	-	59.74	0.72	40.0	ZNF335
chr20	transcript	44577730	44578356	-	59.74	0.72	40.0	ZNF335
chr20	gene	44834275	44835755	-	52.16	1.04	47.0	CDH22
chr20	transcript	44834275	44835755	-	52.16	1.04	47.0	CDH22
chr20	gene	44849961	44850967	-	69.28	0.6	72.0	CDH22
chr20	transcript	44849961	44850967	-	69.28	0.6	72.0	CDH22
chr20	gene	44906447	44907859	-	63.1	0.87	122.0	CDH22
chr20	transcript	44906447	44907859	-	63.1	0.87	122.0	CDH22
chr20	gene	44985482	44985989	-	65.48	0.78	42.0	SLC35C2
chr20	transcript	44985482	44985989	-	65.48	0.78	42.0	SLC35C2
chr20	gene	44986888	44988944	-	68.58	0.77	187.0	SLC35C2
chr20	transcript	44986888	44988944	-	68.58	0.77	187.0	SLC35C2
chr20	gene	45033876	45034962	-	71.64	0.6	84.0	ELMO2
chr20	transcript	45033876	45034962	-	71.64	0.6	84.0	ELMO2
chr20	gene	45075051	45076868	-	60.87	0.91	153.0	ZNF663P
chr20	transcript	45075051	45076868	-	60.87	0.91	153.0	ZNF663P
chr20	gene	45265472	45266323	-	66.27	0.65	60.0	SLC13A3
chr20	transcript	45265472	45266323	-	66.27	0.65	60.0	SLC13A3
chr20	gene	46314257	46315234	-	58.44	0.77	64.0	SULF2
chr20	transcript	46314257	46315234	-	58.44	0.77	64.0	SULF2
chr20	gene	49259372	49260355	-	59.92	0.86	75.0	FAM65C
chr20	transcript	49259372	49260355	-	59.92	0.86	75.0	FAM65C
chr20	gene	52609432	52609972	-	50.19	0.83	28.0	BCAS1
chr20	transcript	52609432	52609972	-	50.19	0.83	28.0	BCAS1
chr20	gene	52610528	52611832	-	61.27	0.83	101.0	BCAS1
chr20	transcript	52610528	52611832	-	61.27	0.83	101.0	BCAS1
chr20	gene	52649107	52650091	-	68.8	0.64	74.0	BCAS1
chr20	transcript	52649107	52650091	-	68.8	0.64	74.0	BCAS1
chr20	gene	56274265	56275157	-	63.45	0.7	63.0	PMEPA1
chr20	transcript	56274265	56275157	-	63.45	0.7	63.0	PMEPA1
chr20	gene	56275805	56277652	-	69.3	0.94	208.0	PMEPA1
chr20	transcript	56275805	56277652	-	69.3	0.94	208.0	PMEPA1
chr20	gene	57038031	57039122	-	68.65	0.86	111.0	APCDD1L
chr20	transcript	57038031	57039122	-	68.65	0.86	111.0	APCDD1L
chr20	gene	57342611	57343519	-	67.73	0.64	66.0	PIEZO1P2
chr20	transcript	57342611	57343519	-	67.73	0.64	66.0	PIEZO1P2
chr20	gene	57404754	57405743	-	67.24	0.65	72.0	GNAS-AS1
chr20	transcript	57404754	57405743	-	67.24	0.65	72.0	GNAS-AS1
chr20	gene	57931376	57932425	-	59.77	0.9	84.0	RP4-614C15.2
chr20	transcript	57931376	57932425	-	59.77	0.9	84.0	RP4-614C15.2
chr20	gene	58451535	58452345	-	61.98	0.67	52.0	SYCP2
chr20	transcript	58451535	58452345	-	61.98	0.67	52.0	SYCP2
chr20	gene	60535877	60536647	-	61.69	0.72	49.0	TAF4
chr20	transcript	60535877	60536647	-	61.69	0.72	49.0	TAF4
chr20	gene	60573726	60574956	-	57.4	0.79	75.0	TAF4
chr20	transcript	60573726	60574956	-	57.4	0.79	75.0	TAF4
chr20	gene	61731144	61731840	-	70.11	0.62	53.0	HAR1B
chr20	transcript	61731144	61731840	-	70.11	0.62	53.0	HAR1B
chr20	gene	62042098	62042925	-	73.88	0.86	96.0	KCNQ2
chr20	transcript	62042098	62042925	-	73.88	0.86	96.0	KCNQ2
chr20	gene	62199096	62200282	-	67.28	0.71	95.0	HELZ2
chr20	transcript	62199096	62200282	-	67.28	0.71	95.0	HELZ2
chr20	gene	62202338	62203973	-	67.22	0.66	121.0	HELZ2
chr20	transcript	62202338	62203973	-	67.22	0.66	121.0	HELZ2
chr20	exon	62202338	62203973	-	67.22	0.66	121.0	HELZ2
chr20	gene	62225642	62226402	-	56.32	0.92	55.0	GMEB2
chr20	transcript	62225642	62226402	-	56.32	0.92	55.0	GMEB2
chr20	gene	62334296	62335473	-	66.36	0.75	97.0	ARFRP1
chr20	transcript	62334296	62335473	-	66.36	0.75	97.0	ARFRP1
chr20	exon	62334296	62335473	-	66.36	0.75	97.0	ARFRP1
chr20	gene	62380089	62381702	-	68.94	0.93	175.0	ZBTB46
chr20	transcript	62380089	62381702	-	68.94	0.93	175.0	ZBTB46
chr20	gene	62391147	62392364	-	69.19	0.88	128.0	ZBTB46
chr20	transcript	62391147	62392364	-	69.19	0.88	128.0	ZBTB46
chr20	gene	62434120	62435373	-	72.94	0.97	161.0	ZBTB46
chr20	transcript	62434120	62435373	-	72.94	0.97	161.0	ZBTB46
chr20	gene	62582156	62583466	-	66.79	0.92	134.0	UCKL1
chr20	transcript	62582156	62583466	-	66.79	0.92	134.0	UCKL1
chr20	gene	62590741	62591963	-	51.64	0.64	52.0	ZNF512B
chr20	transcript	62590741	62591963	-	51.64	0.64	52.0	ZNF512B
chr20	gene	62623363	62624089	-	66.67	0.6	48.0	ZNF512B
chr20	transcript	62623363	62624089	-	66.67	0.6	48.0	ZNF512B
chr20	gene	62636046	62637844	-	66.18	0.69	135.0	ZNF512B
chr20	transcript	62636046	62637844	-	66.18	0.69	135.0	ZNF512B
chr20	gene	62662695	62664497	-	68.87	0.8	166.0	ZNF512B
chr20	transcript	62662695	62664497	-	68.87	0.8	166.0	ZNF512B
chrY	gene	3447268	3447973	+	53.9	0.67	34.0	TGIF2LY
chrY	transcript	3447268	3447973	+	53.9	0.67	34.0	TGIF2LY
chrY	exon	3447268	3447973	+	53.9	0.67	34.0	TGIF2LY
chrY	gene	4869566	4870081	+	52.04	0.92	32.0	PCDH11Y
chrY	transcript	4869566	4870081	+	52.04	0.92	32.0	PCDH11Y
chrY	gene	4870217	4871281	+	58.55	0.78	71.0	PCDH11Y
chrY	transcript	4870217	4871281	+	58.55	0.78	71.0	PCDH11Y
chrY	gene	5197868	5198439	+	51.84	0.62	22.0	PCDH11Y
chrY	transcript	5197868	5198439	+	51.84	0.62	22.0	PCDH11Y
chrY	gene	5479748	5480254	+	59.88	0.78	35.0	PCDH11Y
chrY	transcript	5479748	5480254	+	59.88	0.78	35.0	PCDH11Y
chrY	gene	14099633	14101127	+	57.76	0.8	99.0	MXRA5P1
chrY	transcript	14099633	14101127	+	57.76	0.8	99.0	MXRA5P1
chrY	gene	14106844	14107481	+	60.6	0.62	36.0	MXRA5P1
chrY	transcript	14106844	14107481	+	60.6	0.62	36.0	MXRA5P1
chrY	exon	14106844	14107481	+	60.6	0.62	36.0	MXRA5P1
chrY	gene	15815489	15816615	+	54.17	0.76	62.0	TMSB4Y
chrY	transcript	15815489	15816615	+	54.17	0.76	62.0	TMSB4Y
chrY	gene	16635655	16637480	+	61.32	0.64	109.0	NLGN4Y
chrY	transcript	16635655	16637480	+	61.32	0.64	109.0	NLGN4Y
chrY	gene	16708579	16709410	+	51.38	0.61	33.0	NLGN4Y
chrY	transcript	16708579	16709410	+	51.38	0.61	33.0	NLGN4Y
chrY	gene	16941591	16942477	+	55.53	0.77	52.0	NLGN4Y
chrY	transcript	16941591	16942477	+	55.53	0.77	52.0	NLGN4Y
chrY	gene	20500530	20506156	+	61.59	0.6	317.0	FAM224A
chrY	transcript	20500530	20506156	+	61.59	0.6	317.0	FAM224A
chrY	gene	23673867	23674475	+	52.14	0.65	25.0	RBMY1B
chrY	transcript	23673867	23674475	+	52.14	0.65	25.0	RBMY1B
chrY	gene	23673867	23674475	+	52.14	0.65	25.0	RBMY1A1
chrY	transcript	23673867	23674475	+	52.14	0.65	25.0	RBMY1A1
chrY	gene	23697408	23698016	+	52.14	0.64	25.0	RBMY1A1
chrY	transcript	23697408	23698016	+	52.14	0.64	25.0	RBMY1A1
chrY	gene	24550234	24550833	+	52.25	0.63	24.0	RBMY1J
chrY	transcript	24550234	24550833	+	52.25	0.63	24.0	RBMY1J
chrY	gene	25530245	25530810	+	55.75	0.62	27.0	PPP1R12BP2
chrY	transcript	25530245	25530810	+	55.75	0.62	27.0	PPP1R12BP2
chr19	gene	495779	496573	+	66.12	0.62	54.0	MADCAM1
chr19	transcript	495779	496573	+	66.12	0.62	54.0	MADCAM1
chr19	gene	496730	498136	+	74.32	0.76	117.0	MADCAM1
chr19	transcript	496730	498136	+	74.32	0.76	117.0	MADCAM1
chr19	gene	507402	508475	+	66.82	0.81	96.0	TPGS1
chr19	transcript	507402	508475	+	66.82	0.81	96.0	TPGS1
chr19	gene	512542	513297	+	67.81	0.72	62.0	TPGS1
chr19	transcript	512542	513297	+	67.81	0.72	62.0	TPGS1
chr19	gene	515503	516028	+	58.1	0.73	32.0	TPGS1
chr19	transcript	515503	516028	+	58.1	0.73	32.0	TPGS1
chr19	gene	535838	536784	+	67.34	0.64	68.0	CDC34
chr19	transcript	535838	536784	+	67.34	0.64	68.0	CDC34
chr19	gene	572130	573849	+	67.48	0.79	153.0	BSG
chr19	transcript	572130	573849	+	67.48	0.79	153.0	BSG
chr19	gene	577756	578526	+	70.13	0.67	63.0	BSG
chr19	transcript	577756	578526	+	70.13	0.67	63.0	BSG
chr19	gene	579169	579791	+	66.24	0.64	44.0	BSG
chr19	transcript	579169	579791	+	66.24	0.64	44.0	BSG
chr19	gene	599102	599768	+	56.46	0.72	38.0	HCN2
chr19	transcript	599102	599768	+	56.46	0.72	38.0	HCN2
chr19	gene	601227	602441	+	61.61	0.68	77.0	HCN2
chr19	transcript	601227	602441	+	61.61	0.68	77.0	HCN2
chr19	gene	612446	614223	+	65.95	0.67	128.0	HCN2
chr19	transcript	612446	614223	+	65.95	0.67	128.0	HCN2
chr19	gene	679554	681079	+	72.0	0.74	144.0	FSTL3
chr19	transcript	679554	681079	+	72.0	0.74	144.0	FSTL3
chr19	gene	710692	711211	+	57.03	0.66	28.0	PALM
chr19	transcript	710692	711211	+	57.03	0.66	28.0	PALM
chr19	gene	714184	714752	+	54.75	0.66	28.0	PALM
chr19	transcript	714184	714752	+	54.75	0.66	28.0	PALM
chr19	gene	718853	721186	+	73.12	0.67	208.0	PALM
chr19	transcript	718853	721186	+	73.12	0.67	208.0	PALM
chr19	gene	746301	747247	+	68.5	0.65	71.0	PALM
chr19	transcript	746301	747247	+	68.5	0.65	71.0	PALM
chr19	exon	746301	747247	+	68.5	0.65	71.0	PALM
chr19	gene	754045	754615	+	58.42	0.65	31.0	MISP
chr19	transcript	754045	754615	+	58.42	0.65	31.0	MISP
chr19	gene	757800	758493	+	66.23	0.63	48.0	MISP
chr19	transcript	757800	758493	+	66.23	0.63	48.0	MISP
chr19	exon	757800	758493	+	66.23	0.63	48.0	MISP
chr19	CDS	757800	758493	+	66.23	0.63	48.0	MISP
chr19	gene	804074	804736	+	66.92	0.61	45.0	PTBP1
chr19	transcript	804074	804736	+	66.92	0.61	45.0	PTBP1
chr19	gene	804908	805466	+	70.61	0.8	55.0	PTBP1
chr19	transcript	804908	805466	+	70.61	0.8	55.0	PTBP1
chr19	gene	805579	806908	+	67.95	0.78	119.0	PTBP1
chr19	transcript	805579	806908	+	67.95	0.78	119.0	PTBP1
chr19	exon	805579	806908	+	67.95	0.78	119.0	PTBP1
chr19	gene	807765	808871	+	61.39	0.74	77.0	PTBP1
chr19	transcript	807765	808871	+	61.39	0.74	77.0	PTBP1
chr19	gene	843274	844668	+	73.03	0.69	122.0	PRTN3
chr19	transcript	843274	844668	+	73.03	0.69	122.0	PRTN3
chr19	gene	852720	853589	+	73.76	0.83	97.0	ELANE
chr19	transcript	852720	853589	+	73.76	0.83	97.0	ELANE
chr19	gene	855527	856147	+	67.74	0.68	48.0	ELANE
chr19	transcript	855527	856147	+	67.74	0.68	48.0	ELANE
chr19	gene	860447	861490	+	73.63	0.75	103.0	CFD
chr19	transcript	860447	861490	+	73.63	0.75	103.0	CFD
chr19	gene	861616	862348	+	71.04	0.7	62.0	CFD
chr19	transcript	861616	862348	+	71.04	0.7	62.0	CFD
chr19	gene	862483	863246	+	67.89	0.72	55.0	CFD
chr19	transcript	862483	863246	+	67.89	0.72	55.0	CFD
chr19	gene	919381	920894	+	71.12	0.78	150.0	KISS1R
chr19	transcript	919381	920894	+	71.12	0.78	150.0	KISS1R
chr19	gene	939338	939984	+	58.67	0.68	38.0	ARID3A
chr19	transcript	939338	939984	+	58.67	0.68	38.0	ARID3A
chr19	gene	940667	941297	+	74.6	0.73	64.0	ARID3A
chr19	transcript	940667	941297	+	74.6	0.73	64.0	ARID3A
chr19	gene	954431	954950	+	62.62	0.64	31.0	ARID3A
chr19	transcript	954431	954950	+	62.62	0.64	31.0	ARID3A
chr19	gene	955735	956285	+	62.0	0.65	34.0	ARID3A
chr19	transcript	955735	956285	+	62.0	0.65	34.0	ARID3A
chr19	gene	983947	984867	+	64.78	0.91	86.0	WDR18
chr19	transcript	983947	984867	+	64.78	0.91	86.0	WDR18
chr19	gene	1003049	1003960	+	69.05	0.63	68.0	GRIN3B
chr19	transcript	1003049	1003960	+	69.05	0.63	68.0	GRIN3B
chr19	gene	1004325	1005738	+	66.24	0.68	105.0	GRIN3B
chr19	transcript	1004325	1005738	+	66.24	0.68	105.0	GRIN3B
chr19	gene	1007519	1008282	+	70.51	0.77	73.0	GRIN3B
chr19	transcript	1007519	1008282	+	70.51	0.77	73.0	GRIN3B
chr19	gene	1026312	1027085	+	72.19	0.77	77.0	CNN2
chr19	transcript	1026312	1027085	+	72.19	0.77	77.0	CNN2
chr19	gene	1033606	1035237	+	66.52	1.06	136.0	CNN2
chr19	transcript	1033606	1035237	+	66.52	1.06	136.0	CNN2
chr19	gene	1045541	1046078	+	55.68	0.65	27.0	ABCA7
chr19	transcript	1045541	1046078	+	55.68	0.65	27.0	ABCA7
chr19	gene	1046206	1047927	+	69.38	0.63	131.0	ABCA7
chr19	transcript	1046206	1047927	+	69.38	0.63	131.0	ABCA7
chr19	gene	1064770	1065449	+	69.51	0.71	57.0	ABCA7
chr19	transcript	1064770	1065449	+	69.51	0.71	57.0	ABCA7
chr19	gene	1066596	1067787	+	72.21	0.69	106.0	HMHA1
chr19	transcript	1066596	1067787	+	72.21	0.69	106.0	HMHA1
chr19	gene	1070986	1071996	+	71.19	0.86	110.0	HMHA1
chr19	transcript	1070986	1071996	+	71.19	0.86	110.0	HMHA1
chr19	gene	1074623	1075370	+	67.47	0.65	55.0	HMHA1
chr19	transcript	1074623	1075370	+	67.47	0.65	55.0	HMHA1
chr19	gene	1079597	1080567	+	67.94	0.67	75.0	HMHA1
chr19	transcript	1079597	1080567	+	67.94	0.67	75.0	HMHA1
chr19	gene	1081445	1083431	+	70.9	0.63	150.0	HMHA1
chr19	transcript	1081445	1083431	+	70.9	0.63	150.0	HMHA1
chr19	gene	1193894	1195343	+	60.66	0.84	112.0	STK11
chr19	transcript	1193894	1195343	+	60.66	0.84	112.0	STK11
chr19	gene	1196656	1197157	+	59.68	0.74	33.0	STK11
chr19	transcript	1196656	1197157	+	59.68	0.74	33.0	STK11
chr19	gene	1205152	1207646	+	69.37	0.84	250.0	STK11
chr19	transcript	1205152	1207646	+	69.37	0.84	250.0	STK11
chr19	gene	1220341	1220950	+	67.32	0.6	41.0	STK11
chr19	transcript	1220341	1220950	+	67.32	0.6	41.0	STK11
chr19	gene	1253927	1254475	+	71.9	0.73	51.0	MIDN
chr19	transcript	1253927	1254475	+	71.9	0.73	51.0	MIDN
chr19	gene	1255217	1255733	+	71.51	0.67	42.0	MIDN
chr19	transcript	1255217	1255733	+	71.51	0.67	42.0	MIDN
chr19	gene	1255997	1256543	+	58.42	0.69	32.0	MIDN
chr19	transcript	1255997	1256543	+	58.42	0.69	32.0	MIDN
chr19	gene	1260674	1261335	+	73.07	0.91	80.0	CIRBP
chr19	transcript	1260674	1261335	+	73.07	0.91	80.0	CIRBP
chr19	gene	1265855	1268873	+	67.06	0.69	232.0	CIRBP
chr19	transcript	1265855	1268873	+	67.06	0.69	232.0	CIRBP
chr19	gene	1269048	1269944	+	71.76	0.96	110.0	CIRBP
chr19	transcript	1269048	1269944	+	71.76	0.96	110.0	CIRBP
chr19	gene	1294958	1296181	+	71.55	0.65	102.0	MUM1
chr19	transcript	1294958	1296181	+	71.55	0.65	102.0	MUM1
chr19	gene	1294958	1296181	+	71.55	0.65	102.0	EFNA2
chr19	transcript	1294958	1296181	+	71.55	0.65	102.0	EFNA2
chr19	gene	1299663	1301028	+	63.15	0.62	84.0	MUM1
chr19	transcript	1299663	1301028	+	63.15	0.62	84.0	MUM1
chr19	gene	1299663	1301028	+	63.15	0.62	84.0	EFNA2
chr19	transcript	1299663	1301028	+	63.15	0.62	84.0	EFNA2
chr19	gene	1306081	1306655	+	57.84	0.72	34.0	MUM1
chr19	transcript	1306081	1306655	+	57.84	0.72	34.0	MUM1
chr19	gene	1307040	1307685	+	61.4	0.93	56.0	MUM1
chr19	transcript	1307040	1307685	+	61.4	0.93	56.0	MUM1
chr19	gene	1315567	1316093	+	72.81	0.79	55.0	MUM1
chr19	transcript	1315567	1316093	+	72.81	0.79	55.0	MUM1
chr19	gene	1318721	1319398	+	65.14	0.64	46.0	MUM1
chr19	transcript	1318721	1319398	+	65.14	0.64	46.0	MUM1
chr19	gene	1324832	1325601	+	67.88	0.79	70.0	MUM1
chr19	transcript	1324832	1325601	+	67.88	0.79	70.0	MUM1
chr19	gene	1334382	1334993	+	58.76	0.65	34.0	MUM1
chr19	transcript	1334382	1334993	+	58.76	0.65	34.0	MUM1
chr19	gene	1354185	1355643	+	69.82	0.78	138.0	MUM1
chr19	transcript	1354185	1355643	+	69.82	0.78	138.0	MUM1
chr19	gene	1359931	1360432	+	54.49	0.78	29.0	MUM1
chr19	transcript	1359931	1360432	+	54.49	0.78	29.0	MUM1
chr19	gene	1376816	1377569	+	61.49	0.7	50.0	MUM1
chr19	transcript	1376816	1377569	+	61.49	0.7	50.0	MUM1
chr19	exon	1376816	1377569	+	61.49	0.7	50.0	MUM1
chr19	UTR	1376816	1377569	+	61.49	0.7	50.0	MUM1
chr19	gene	1389423	1390270	+	56.2	0.7	47.0	NDUFS7
chr19	transcript	1389423	1390270	+	56.2	0.7	47.0	NDUFS7
chr19	exon	1389423	1390270	+	56.2	0.7	47.0	NDUFS7
chr19	gene	1390694	1391393	+	67.38	0.75	59.0	NDUFS7
chr19	transcript	1390694	1391393	+	67.38	0.75	59.0	NDUFS7
chr19	gene	1418329	1418860	+	58.19	0.7	31.0	DAZAP1
chr19	transcript	1418329	1418860	+	58.19	0.7	31.0	DAZAP1
chr19	gene	1419752	1420406	+	63.91	1.32	75.0	DAZAP1
chr19	transcript	1419752	1420406	+	63.91	1.32	75.0	DAZAP1
chr19	gene	1425402	1425904	+	60.56	0.63	29.0	DAZAP1
chr19	transcript	1425402	1425904	+	60.56	0.63	29.0	DAZAP1
chr19	gene	1449857	1450570	+	72.09	0.81	74.0	APC2
chr19	transcript	1449857	1450570	+	72.09	0.81	74.0	APC2
chr19	gene	1455008	1455722	+	65.55	0.69	51.0	APC2
chr19	transcript	1455008	1455722	+	65.55	0.69	51.0	APC2
chr19	gene	1455957	1457559	+	67.92	0.63	115.0	APC2
chr19	transcript	1455957	1457559	+	67.92	0.63	115.0	APC2
chr19	gene	1465164	1471242	+	73.41	0.79	647.0	APC2
chr19	transcript	1465164	1471242	+	73.41	0.79	647.0	APC2
chr19	exon	1465164	1471242	+	73.41	0.79	647.0	APC2
chr19	gene	1525207	1525969	+	66.14	0.62	51.0	PLK5
chr19	transcript	1525207	1525969	+	66.14	0.62	51.0	PLK5
chr19	gene	1530399	1530910	+	54.01	0.68	25.0	PLK5
chr19	transcript	1530399	1530910	+	54.01	0.68	25.0	PLK5
chr19	gene	1752706	1755748	+	73.27	0.84	343.0	ONECUT3
chr19	transcript	1752706	1755748	+	73.27	0.84	343.0	ONECUT3
chr19	gene	1757095	1758230	+	69.07	0.79	107.0	ONECUT3
chr19	transcript	1757095	1758230	+	69.07	0.79	107.0	ONECUT3
chr19	gene	1762373	1762946	+	68.06	0.76	50.0	ONECUT3
chr19	transcript	1762373	1762946	+	68.06	0.76	50.0	ONECUT3
chr19	gene	1765424	1766365	+	65.67	0.61	61.0	ONECUT3
chr19	transcript	1765424	1766365	+	65.67	0.61	61.0	ONECUT3
chr19	gene	1774839	1775583	+	68.68	0.73	61.0	ONECUT3
chr19	transcript	1774839	1775583	+	68.68	0.73	61.0	ONECUT3
chr19	gene	1775866	1776795	+	65.77	0.68	67.0	ONECUT3
chr19	transcript	1775866	1776795	+	65.77	0.68	67.0	ONECUT3
chr19	exon	1775866	1776795	+	65.77	0.68	67.0	ONECUT3
chr19	UTR	1775866	1776795	+	65.77	0.68	67.0	ONECUT3
chr19	gene	1911924	1913407	+	73.03	0.8	157.0	SCAMP4
chr19	transcript	1911924	1913407	+	73.03	0.8	157.0	SCAMP4
chr19	gene	1911924	1913407	+	73.03	0.8	157.0	ADAT3
chr19	transcript	1911924	1913407	+	73.03	0.8	157.0	ADAT3
chr19	exon	1911924	1913407	+	73.03	0.8	157.0	ADAT3
chr19	gene	1918526	1919348	+	60.34	0.67	50.0	SCAMP4
chr19	transcript	1918526	1919348	+	60.34	0.67	50.0	SCAMP4
chr19	gene	1923680	1924194	+	57.78	0.65	28.0	SCAMP4
chr19	transcript	1923680	1924194	+	57.78	0.65	28.0	SCAMP4
chr19	gene	1947417	1948875	+	62.62	0.61	87.0	CSNK1G2
chr19	transcript	1947417	1948875	+	62.62	0.61	87.0	CSNK1G2
chr19	gene	1957599	1958133	+	67.42	0.63	37.0	CSNK1G2
chr19	transcript	1957599	1958133	+	67.42	0.63	37.0	CSNK1G2
chr19	gene	1960812	1961326	+	65.76	0.66	36.0	CSNK1G2
chr19	transcript	1960812	1961326	+	65.76	0.66	36.0	CSNK1G2
chr19	gene	1978232	1980373	+	69.41	0.69	177.0	CSNK1G2
chr19	transcript	1978232	1980373	+	69.41	0.69	177.0	CSNK1G2
chr19	gene	2165001	2165604	+	71.81	0.88	67.0	DOT1L
chr19	transcript	2165001	2165604	+	71.81	0.88	67.0	DOT1L
chr19	gene	2173098	2173803	+	62.98	0.6	42.0	DOT1L
chr19	transcript	2173098	2173803	+	62.98	0.6	42.0	DOT1L
chr19	gene	2194200	2194820	+	60.32	0.63	35.0	DOT1L
chr19	transcript	2194200	2194820	+	60.32	0.63	35.0	DOT1L
chr19	gene	2196370	2197217	+	60.8	0.68	53.0	DOT1L
chr19	transcript	2196370	2197217	+	60.8	0.68	53.0	DOT1L
chr19	gene	2200577	2201460	+	63.76	1.13	63.0	DOT1L
chr19	transcript	2200577	2201460	+	63.76	1.13	63.0	DOT1L
chr19	gene	2221969	2223014	+	65.74	0.62	70.0	DOT1L
chr19	transcript	2221969	2223014	+	65.74	0.62	70.0	DOT1L
chr19	gene	2226095	2228994	+	69.85	0.65	229.0	DOT1L
chr19	transcript	2226095	2228994	+	69.85	0.65	229.0	DOT1L
chr19	gene	2272562	2273247	+	64.38	0.67	47.0	OAZ1
chr19	transcript	2272562	2273247	+	64.38	0.67	47.0	OAZ1
chr19	exon	2272562	2273247	+	64.38	0.67	47.0	OAZ1
chr19	gene	2338630	2339339	+	67.14	0.64	51.0	SPPL2B
chr19	transcript	2338630	2339339	+	67.14	0.64	51.0	SPPL2B
chr19	gene	2347041	2350535	+	52.4	1.55	242.0	SPPL2B
chr19	transcript	2347041	2350535	+	52.4	1.55	242.0	SPPL2B
chr19	gene	2354290	2354937	+	63.21	0.62	40.0	SPPL2B
chr19	transcript	2354290	2354937	+	63.21	0.62	40.0	SPPL2B
chr19	exon	2354290	2354937	+	63.21	0.62	40.0	SPPL2B
chr19	gene	2405764	2406313	+	56.28	0.72	31.0	TMPRSS9
chr19	transcript	2405764	2406313	+	56.28	0.72	31.0	TMPRSS9
chr19	gene	2424006	2424532	+	71.29	0.65	43.0	TMPRSS9
chr19	transcript	2424006	2424532	+	71.29	0.65	43.0	TMPRSS9
chr19	gene	2424676	2425759	+	72.11	0.79	111.0	TMPRSS9
chr19	transcript	2424676	2425759	+	72.11	0.79	111.0	TMPRSS9
