chromosome	feature	start	end	strand	C%+G%	Obs/Exp	CGcount	methyl%	gene
chr18	transcript	55922618	55924182	+	63.55	0.74	117.0	0.0482	NEDD4L
chr18	gene	56530261	56531419	+	73.83	0.88	138.0	0.01993	ZNF532
chr18	transcript	56530261	56531419	+	73.83	0.88	138.0	0.01993	ZNF532
chr18	gene	56586257	56587072	+	54.97	0.64	38.0	0.0	ZNF532
chr18	transcript	56586257	56587072	+	54.97	0.64	38.0	0.0	ZNF532
chr18	exon	56586257	56587072	+	54.97	0.64	38.0	0.0	ZNF532
chr18	CDS	56586257	56587072	+	54.97	0.64	38.0	0.0	ZNF532
chr18	gene	59221278	59222052	+	62.53	0.94	71.0	0.00352	CDH20
chr18	transcript	59221278	59222052	+	62.53	0.94	71.0	0.00352	CDH20
chr18	gene	60051815	60052524	+	67.98	0.7	57.0	0.08772	TNFRSF11A
chr18	transcript	60051815	60052524	+	67.98	0.7	57.0	0.08772	TNFRSF11A
chr18	gene	60193420	60194384	+	60.27	0.88	77.0	0.0	ZCCHC2
chr18	transcript	60193420	60194384	+	60.27	0.88	77.0	0.0	ZCCHC2
chr18	gene	61637277	61637961	+	69.01	0.78	60.0	0.03333	HMSD
chr18	transcript	61637277	61637961	+	69.01	0.78	60.0	0.03333	HMSD
chr18	gene	61637277	61637961	+	69.01	0.78	60.0	0.03333	SERPINB8
chr18	transcript	61637277	61637961	+	69.01	0.78	60.0	0.03333	SERPINB8
chr18	gene	61669728	61670277	+	68.67	0.76	49.0	0.04082	SERPINB8
chr18	transcript	61669728	61670277	+	68.67	0.76	49.0	0.04082	SERPINB8
chr18	gene	63417596	63419165	+	64.24	0.79	128.0	0.03906	CDH7
chr18	transcript	63417596	63419165	+	64.24	0.79	128.0	0.03906	CDH7
chr18	gene	66546076	66546617	+	51.57	0.67	23.0	0.11858	CCDC102B
chr18	transcript	66546076	66546617	+	51.57	0.67	23.0	0.11858	CCDC102B
chr18	gene	67136629	67137249	+	56.61	0.72	36.0	0.0	DOK6
chr18	transcript	67136629	67137249	+	56.61	0.72	36.0	0.0	DOK6
chr18	gene	67361016	67361521	+	52.67	0.77	27.0	0.0	DOK6
chr18	transcript	67361016	67361521	+	52.67	0.77	27.0	0.0	DOK6
chr18	gene	72627424	72628735	+	50.95	0.88	42.0	0.02381	ZNF407
chr18	transcript	72627424	72628735	+	50.95	0.88	42.0	0.02381	ZNF407
chr18	gene	72772077	72772762	+	58.25	0.84	49.0	0.0	ZNF407
chr18	transcript	72772077	72772762	+	58.25	0.84	49.0	0.0	ZNF407
chr18	gene	72923014	72924290	+	73.12	0.99	167.0	0.0	TSHZ1
chr18	transcript	72923014	72924290	+	73.12	0.99	167.0	0.0	TSHZ1
chr18	gene	72997452	72998238	+	60.31	0.62	44.0	0.03788	TSHZ1
chr18	transcript	72997452	72998238	+	60.31	0.62	44.0	0.03788	TSHZ1
chr18	exon	72997452	72998238	+	60.31	0.62	44.0	0.03788	TSHZ1
chr18	CDS	72997452	72998238	+	60.31	0.62	44.0	0.03788	TSHZ1
chr18	gene	74208063	74208770	+	61.53	0.84	55.0	0.0	RP11-17M16.1
chr18	transcript	74208063	74208770	+	61.53	0.84	55.0	0.0	RP11-17M16.1
chr18	gene	74241387	74242473	+	54.6	0.73	59.0	0.0	LINC00908
chr18	transcript	74241387	74242473	+	54.6	0.73	59.0	0.0	LINC00908
chr18	gene	74251773	74252431	+	54.26	0.65	31.0	0.03226	LINC00908
chr18	transcript	74251773	74252431	+	54.26	0.65	31.0	0.03226	LINC00908
chr18	gene	74261156	74261735	+	54.4	0.72	31.0	0.21761	LINC00908
chr18	transcript	74261156	74261735	+	54.4	0.72	31.0	0.21761	LINC00908
chr18	gene	74274355	74274889	+	55.81	0.65	27.0	0.03704	LINC00908
chr18	transcript	74274355	74274889	+	55.81	0.65	27.0	0.03704	LINC00908
chr18	gene	74298768	74299513	+	50.2	0.91	40.0	0.0	LINC00908
chr18	transcript	74298768	74299513	+	50.2	0.91	40.0	0.0	LINC00908
chr18	gene	74310866	74311544	+	50.15	0.68	29.0	0.10345	LINC00908
chr18	transcript	74310866	74311544	+	50.15	0.68	29.0	0.10345	LINC00908
chr18	gene	74606637	74607303	+	58.86	0.65	37.0	0.0	ZNF236
chr18	transcript	74606637	74607303	+	58.86	0.65	37.0	0.0	ZNF236
chr18	gene	74654490	74655075	+	57.95	0.61	30.0	0.0	ZNF236
chr18	transcript	74654490	74655075	+	57.95	0.61	30.0	0.0	ZNF236
chr18	gene	74896154	74896713	+	52.24	0.66	25.0	0.04	RP11-751H17.1
chr18	transcript	74896154	74896713	+	52.24	0.66	25.0	0.04	RP11-751H17.1
chr18	gene	75229680	75230889	+	55.58	0.68	63.0	0.11593	RP11-176N18.2
chr18	transcript	75229680	75230889	+	55.58	0.68	63.0	0.11593	RP11-176N18.2
chr18	gene	76751940	76755027	+	70.07	0.88	329.0	0.02178	SALL3
chr18	transcript	76751940	76755027	+	70.07	0.88	329.0	0.02178	SALL3
chr18	gene	76755156	76755900	+	62.9	0.7	51.0	0.03094	SALL3
chr18	transcript	76755156	76755900	+	62.9	0.7	51.0	0.03094	SALL3
chr18	gene	76756779	76757511	+	59.29	0.7	45.0	0.25576	SALL3
chr18	transcript	76756779	76757511	+	59.29	0.7	45.0	0.25576	SALL3
chr18	gene	76832594	76833675	+	66.05	0.6	70.0	0.02857	ATP9B
chr18	transcript	76832594	76833675	+	66.05	0.6	70.0	0.02857	ATP9B
chr18	gene	76931869	76932644	+	60.26	0.7	48.0	0.0	ATP9B
chr18	transcript	76931869	76932644	+	60.26	0.7	48.0	0.0	ATP9B
chr18	gene	76976940	76977482	+	51.48	0.75	27.0	0.0216	ATP9B
chr18	transcript	76976940	76977482	+	51.48	0.75	27.0	0.0216	ATP9B
chr18	gene	77087416	77088199	+	58.11	0.96	63.0	0.02822	ATP9B
chr18	transcript	77087416	77088199	+	58.11	0.96	63.0	0.02822	ATP9B
chr18	gene	77101141	77101838	+	50.36	0.88	37.0	0.05405	ATP9B
chr18	transcript	77101141	77101838	+	50.36	0.88	37.0	0.05405	ATP9B
chr18	gene	77105726	77107098	+	55.1	0.68	69.0	0.0	ATP9B
chr18	transcript	77105726	77107098	+	55.1	0.68	69.0	0.0	ATP9B
chr18	gene	77158790	77161934	+	65.87	0.74	252.0	0.02275	NFATC1
chr18	transcript	77158790	77161934	+	65.87	0.74	252.0	0.02275	NFATC1
chr18	gene	77164156	77164957	+	54.56	0.62	36.0	0.58143	NFATC1
chr18	transcript	77164156	77164957	+	54.56	0.62	36.0	0.58143	NFATC1
chr18	gene	77166371	77167145	+	62.66	0.62	47.0	0.0	NFATC1
chr18	transcript	77166371	77167145	+	62.66	0.62	47.0	0.0	NFATC1
chr18	gene	77169782	77172517	+	63.22	0.66	180.0	0.0	NFATC1
chr18	transcript	77169782	77172517	+	63.22	0.66	180.0	0.0	NFATC1
chr18	gene	77180002	77181158	+	59.86	0.74	71.0	0.0	NFATC1
chr18	transcript	77180002	77181158	+	59.86	0.74	71.0	0.0	NFATC1
chr18	gene	77193347	77193986	+	61.03	0.67	40.0	0.0	NFATC1
chr18	transcript	77193347	77193986	+	61.03	0.67	40.0	0.0	NFATC1
chr18	gene	77209510	77210185	+	61.93	0.6	37.0	0.0	NFATC1
chr18	transcript	77209510	77210185	+	61.93	0.6	37.0	0.0	NFATC1
chr18	gene	77218228	77219517	+	62.84	0.66	83.0	0.0	NFATC1
chr18	transcript	77218228	77219517	+	62.84	0.66	83.0	0.0	NFATC1
chr18	gene	77227133	77227843	+	59.15	0.92	57.0	0.0	NFATC1
chr18	transcript	77227133	77227843	+	59.15	0.92	57.0	0.0	NFATC1
chr18	gene	77232744	77235651	+	54.87	1.04	228.0	0.00877	NFATC1
chr18	transcript	77232744	77235651	+	54.87	1.04	228.0	0.00877	NFATC1
chr18	gene	77246357	77248149	+	66.41	0.67	133.0	0.0	NFATC1
chr18	transcript	77246357	77248149	+	66.41	0.67	133.0	0.0	NFATC1
chr18	gene	77253012	77255004	+	68.37	0.86	201.0	0.0878	NFATC1
chr18	transcript	77253012	77255004	+	68.37	0.86	201.0	0.0878	NFATC1
chr18	gene	77270372	77271161	+	60.84	0.68	49.0	0.03896	NFATC1
chr18	transcript	77270372	77271161	+	60.84	0.68	49.0	0.03896	NFATC1
chr18	gene	77279715	77280415	+	57.71	0.68	39.0	0.09744	NFATC1
chr18	transcript	77279715	77280415	+	57.71	0.68	39.0	0.09744	NFATC1
chr18	gene	77284047	77285713	+	65.61	0.69	117.0	0.00855	NFATC1
chr18	transcript	77284047	77285713	+	65.61	0.69	117.0	0.00855	NFATC1
chr18	gene	77455992	77456864	+	63.07	0.63	52.0	0.01923	CTDP1
chr18	transcript	77455992	77456864	+	63.07	0.63	52.0	0.01923	CTDP1
chr18	gene	77463389	77464976	+	53.43	0.7	78.0	0.04487	CTDP1
chr18	transcript	77463389	77464976	+	53.43	0.7	78.0	0.04487	CTDP1
chr18	gene	77465106	77465701	+	61.34	0.73	40.0	0.025	CTDP1
chr18	transcript	77465106	77465701	+	61.34	0.73	40.0	0.025	CTDP1
chr18	gene	77474259	77475572	+	62.99	0.63	82.0	0.09757	CTDP1
chr18	transcript	77474259	77475572	+	62.99	0.63	82.0	0.09757	CTDP1
chr18	gene	77478814	77479388	+	62.54	0.61	33.0	0.06061	CTDP1
chr18	transcript	77478814	77479388	+	62.54	0.61	33.0	0.06061	CTDP1
chr18	gene	77492851	77493855	+	58.17	0.65	55.0	0.12305	CTDP1
chr18	transcript	77492851	77493855	+	58.17	0.65	55.0	0.12305	CTDP1
chr18	gene	77494006	77494635	+	53.9	0.69	31.0	0.03226	CTDP1
chr18	transcript	77494006	77494635	+	53.9	0.69	31.0	0.03226	CTDP1
chr18	gene	77495022	77495912	+	64.94	0.71	67.0	0.00746	CTDP1
chr18	transcript	77495022	77495912	+	64.94	0.71	67.0	0.00746	CTDP1
chr18	gene	77496726	77497227	+	61.88	0.69	31.0	0.0	CTDP1
chr18	transcript	77496726	77497227	+	61.88	0.69	31.0	0.0	CTDP1
chr18	gene	77499263	77500326	+	63.41	0.73	78.0	0.10597	CTDP1
chr18	transcript	77499263	77500326	+	63.41	0.73	78.0	0.10597	CTDP1
chr18	gene	77505217	77506564	+	70.75	1.3	206.0	0.06127	CTDP1
chr18	transcript	77505217	77506564	+	70.75	1.3	206.0	0.06127	CTDP1
chr18	gene	77507372	77507922	+	63.82	0.63	35.0	0.0	CTDP1
chr18	transcript	77507372	77507922	+	63.82	0.63	35.0	0.0	CTDP1
chr18	gene	77549976	77550480	+	63.69	0.71	36.0	0.05	RP11-154H12.2
chr18	transcript	77549976	77550480	+	63.69	0.71	36.0	0.05	RP11-154H12.2
chr18	gene	77555007	77555697	+	56.52	0.77	42.0	0.0	RP11-154H12.3
chr18	transcript	77555007	77555697	+	56.52	0.77	42.0	0.0	RP11-154H12.3
chr18	gene	77557182	77559130	+	69.1	0.83	190.0	0.0	RP11-154H12.3
chr18	transcript	77557182	77559130	+	69.1	0.83	190.0	0.0	RP11-154H12.3
chr18	gene	77567100	77570079	+	64.59	0.69	214.0	0.00935	RP11-154H12.3
chr18	transcript	77567100	77570079	+	64.59	0.69	214.0	0.00935	RP11-154H12.3
chr18	gene	77642556	77643579	+	62.27	0.85	83.0	0.0	KCNG2
chr18	transcript	77642556	77643579	+	62.27	0.85	83.0	0.0	KCNG2
chr18	gene	77645730	77647153	+	63.74	0.66	62.0	0.03226	KCNG2
chr18	transcript	77645730	77647153	+	63.74	0.66	62.0	0.03226	KCNG2
chr18	gene	77867105	77868099	+	68.31	0.95	109.0	0.0	ADNP2
chr18	transcript	77867105	77868099	+	68.31	0.95	109.0	0.0	ADNP2
chr18	gene	77917415	77918590	+	66.38	0.94	122.0	0.0	AC139100.2
chr18	transcript	77917415	77918590	+	66.38	0.94	122.0	0.0	AC139100.2
chr18	gene	77942013	77942637	+	57.21	0.61	31.0	0.12903	AC139100.3
chr18	transcript	77942013	77942637	+	57.21	0.61	31.0	0.12903	AC139100.3
chr18	exon	77942013	77942637	+	57.21	0.61	31.0	0.12903	AC139100.3
chr18	gene	77943484	77944118	+	56.31	0.87	28.0	0.0	AC139100.3
chr18	transcript	77943484	77944118	+	56.31	0.87	28.0	0.0	AC139100.3
chr20	gene	328098	328978	+	69.89	0.71	74.0	0.0	NRSN2
chr20	transcript	328098	328978	+	69.89	0.71	74.0	0.0	NRSN2
chr20	gene	401433	402159	+	66.67	0.6	48.0	0.0	RBCK1
chr20	transcript	401433	402159	+	66.67	0.6	48.0	0.0	RBCK1
chr20	gene	821549	823184	+	67.22	0.66	121.0	0.09842	FAM110A
chr20	transcript	821549	823184	+	67.22	0.66	121.0	0.09842	FAM110A
chr20	gene	825240	826426	+	67.28	0.71	95.0	0.05965	FAM110A
chr20	transcript	825240	826426	+	67.28	0.71	95.0	0.05965	FAM110A
chr20	gene	1099079	1099784	+	65.67	0.83	63.0	0.56238	PSMF1
chr20	transcript	1099079	1099784	+	65.67	0.83	63.0	0.56238	PSMF1
chr20	gene	1207576	1208139	+	51.33	0.76	28.0	0.3935	RAD21L1
chr20	transcript	1207576	1208139	+	51.33	0.76	28.0	0.3935	RAD21L1
chr20	gene	1246694	1247486	+	70.58	0.7	69.0	0.18634	RAD21L1
chr20	transcript	1246694	1247486	+	70.58	0.7	69.0	0.18634	RAD21L1
chr20	gene	2538986	2539878	+	66.37	0.73	71.0	0.33495	TMC2
chr20	transcript	2538986	2539878	+	66.37	0.73	71.0	0.33495	TMC2
chr20	gene	2729998	2730798	+	69.62	0.69	66.0	0.30073	EBF4
chr20	transcript	2729998	2730798	+	69.62	0.69	66.0	0.30073	EBF4
chr20	gene	2732095	2733712	+	72.11	0.75	157.0	0.1952	EBF4
chr20	transcript	2732095	2733712	+	72.11	0.75	157.0	0.1952	EBF4
chr20	gene	2852356	2853775	+	62.3	0.65	88.0	0.38918	PTPRA
chr20	transcript	2852356	2853775	+	62.3	0.65	88.0	0.38918	PTPRA
chr20	gene	2853896	2854723	+	73.28	0.97	108.0	0.05898	PTPRA
chr20	transcript	2853896	2854723	+	73.28	0.97	108.0	0.05898	PTPRA
chr20	gene	2999285	3001041	+	67.71	0.6	120.0	0.48634	PTPRA
chr20	transcript	2999285	3001041	+	67.71	0.6	120.0	0.48634	PTPRA
chr20	gene	3189872	3190737	+	63.24	0.69	58.0	0.22265	ITPA
chr20	transcript	3189872	3190737	+	63.24	0.69	58.0	0.22265	ITPA
chr20	gene	3455121	3455659	+	55.2	0.66	27.0	0.12654	ATRN
chr20	transcript	3455121	3455659	+	55.2	0.66	27.0	0.12654	ATRN
chr20	gene	3729881	3731185	+	67.94	0.64	96.0	0.07102	HSPA12B
chr20	transcript	3729881	3731185	+	67.94	0.64	96.0	0.07102	HSPA12B
chr20	gene	3731892	3733293	+	67.45	0.91	144.0	0.29702	HSPA12B
chr20	transcript	3731892	3733293	+	67.45	0.91	144.0	0.29702	HSPA12B
chr20	gene	3776052	3777515	+	64.66	0.67	102.0	0.11104	CDC25B
chr20	transcript	3776052	3777515	+	64.66	0.67	102.0	0.11104	CDC25B
chr20	gene	3830651	3831529	+	53.99	0.65	41.0	0.51003	MAVS
chr20	transcript	3830651	3831529	+	53.99	0.65	41.0	0.51003	MAVS
chr20	gene	3833373	3834375	+	54.09	0.74	54.0	0.28488	MAVS
chr20	transcript	3833373	3834375	+	54.09	0.74	54.0	0.28488	MAVS
chr20	gene	4129198	4130672	+	74.15	0.75	148.0	0.0	SMOX
chr20	transcript	4129198	4130672	+	74.15	0.75	148.0	0.0	SMOX
chr20	gene	4152795	4153619	+	67.6	0.69	63.0	0.12698	SMOX
chr20	transcript	4152795	4153619	+	67.6	0.69	63.0	0.12698	SMOX
chr20	gene	5111148	5111719	+	56.92	0.66	30.0	0.0	CDS2
chr20	transcript	5111148	5111719	+	56.92	0.66	30.0	0.0	CDS2
chr20	gene	6750365	6751257	+	63.45	0.7	63.0	0.11111	BMP2
chr20	transcript	6750365	6751257	+	63.45	0.7	63.0	0.11111	BMP2
chr20	gene	8624472	8625516	+	67.72	0.6	72.0	0.04167	PLCB1
chr20	transcript	8624472	8625516	+	67.72	0.6	72.0	0.04167	PLCB1
chr20	gene	9365920	9366894	+	67.25	0.6	66.0	0.31362	PLCB4
chr20	transcript	9365920	9366894	+	67.25	0.6	66.0	0.31362	PLCB4
chr20	gene	9496319	9497601	+	58.27	0.69	75.0	0.18777	LAMP5
chr20	transcript	9496319	9497601	+	58.27	0.69	75.0	0.18777	LAMP5
chr20	gene	10015419	10015970	+	74.77	0.79	61.0	0.03279	ANKEF1
chr20	transcript	10015419	10015970	+	74.77	0.79	61.0	0.03279	ANKEF1
chr20	gene	13279545	13280299	+	58.75	0.66	43.0	0.0	ISM1
chr20	transcript	13279545	13280299	+	58.75	0.66	43.0	0.0	ISM1
chr20	gene	13976461	13977069	+	71.38	0.9	69.0	0.10373	MACROD2
chr20	transcript	13976461	13977069	+	71.38	0.9	69.0	0.10373	MACROD2
chr20	gene	14207011	14207633	+	71.86	0.64	51.0	0.20459	MACROD2
chr20	transcript	14207011	14207633	+	71.86	0.64	51.0	0.20459	MACROD2
chr20	gene	14404037	14404705	+	53.74	0.73	35.0	0.20668	MACROD2
chr20	transcript	14404037	14404705	+	53.74	0.73	35.0	0.20668	MACROD2
chr20	gene	17207213	17207758	+	70.28	0.74	50.0	0.12	PCSK2
chr20	transcript	17207213	17207758	+	70.28	0.74	50.0	0.12	PCSK2
chr20	gene	17209302	17209876	+	55.4	0.68	30.0	0.1219	PCSK2
chr20	transcript	17209302	17209876	+	55.4	0.68	30.0	0.1219	PCSK2
chr20	gene	17296030	17296896	+	60.74	0.61	49.0	0.49663	PCSK2
chr20	transcript	17296030	17296896	+	60.74	0.61	49.0	0.49663	PCSK2
chr20	gene	19658766	19660318	+	67.78	0.61	108.0	0.27804	SLC24A3
chr20	transcript	19658766	19660318	+	67.78	0.61	108.0	0.27804	SLC24A3
chr20	gene	19738887	19740007	+	66.34	0.67	81.0	0.01235	RP1-122P22.2
chr20	transcript	19738887	19740007	+	66.34	0.67	81.0	0.01235	RP1-122P22.2
chr20	gene	19955331	19956410	+	61.08	0.62	62.0	0.08065	RIN2
chr20	transcript	19955331	19956410	+	61.08	0.62	62.0	0.08065	RIN2
chr20	exon	19955331	19956410	+	61.08	0.62	62.0	0.08065	RIN2
chr20	CDS	19955331	19956410	+	61.08	0.62	62.0	0.08065	RIN2
chr20	gene	20326561	20327159	+	58.53	0.61	31.0	0.0	C20orf26
chr20	transcript	20326561	20327159	+	58.53	0.61	31.0	0.0	C20orf26
chr20	gene	21689463	21690173	+	58.87	0.7	43.0	0.35511	PAX1
chr20	transcript	21689463	21690173	+	58.87	0.7	43.0	0.35511	PAX1
chr20	gene	21694307	21695345	+	64.07	0.76	81.0	0.08738	PAX1
chr20	transcript	21694307	21695345	+	64.07	0.76	81.0	0.08738	PAX1
chr20	gene	23014982	23017107	+	65.55	0.72	164.0	0.17919	RP4-753D10.3
chr20	transcript	23014982	23017107	+	65.55	0.72	164.0	0.17919	RP4-753D10.3
chr20	gene	23345742	23346735	+	61.53	0.78	72.0	0.00126	GZF1
chr20	transcript	23345742	23346735	+	61.53	0.78	72.0	0.00126	GZF1
chr20	gene	24188565	24189405	+	51.9	1.05	52.0	0.20189	RP5-1100I6.2
chr20	transcript	24188565	24189405	+	51.9	1.05	52.0	0.20189	RP5-1100I6.2
chr20	gene	24451327	24452173	+	61.82	0.76	60.0	0.0588	SYNDIG1
chr20	transcript	24451327	24452173	+	61.82	0.76	60.0	0.0588	SYNDIG1
chr20	gene	24570628	24571165	+	63.69	0.69	35.0	0.0	SYNDIG1
chr20	transcript	24570628	24571165	+	63.69	0.69	35.0	0.0	SYNDIG1
chr20	gene	26039833	26040606	+	63.65	0.65	51.0	0.18761	FAM182A
chr20	transcript	26039833	26040606	+	63.65	0.65	51.0	0.18761	FAM182A
chr20	gene	26040796	26041320	+	57.25	0.63	27.0	0.0	FAM182A
chr20	transcript	26040796	26041320	+	57.25	0.63	27.0	0.0	FAM182A
chr20	gene	26044201	26045114	+	59.69	0.71	58.0	0.02874	FAM182A
chr20	transcript	26044201	26045114	+	59.69	0.71	58.0	0.02874	FAM182A
chr20	gene	30071879	30072467	+	65.14	0.78	48.0	0.14308	REM1
chr20	transcript	30071879	30072467	+	65.14	0.78	48.0	0.14308	REM1
chr20	gene	30134296	30135293	+	54.86	0.71	53.0	0.0	HM13
chr20	transcript	30134296	30135293	+	54.86	0.71	53.0	0.0	HM13
chr20	gene	30142039	30142543	+	54.17	0.6	22.0	0.0	HM13
chr20	transcript	30142039	30142543	+	54.17	0.6	22.0	0.0	HM13
chr20	gene	30467231	30468157	+	57.78	0.83	64.0	0.0	TTLL9
chr20	transcript	30467231	30468157	+	57.78	0.83	64.0	0.0	TTLL9
chr20	gene	30606285	30607286	+	75.22	0.77	106.0	0.07872	CCM2L
chr20	transcript	30606285	30607286	+	75.22	0.77	106.0	0.07872	CCM2L
chr20	gene	30618638	30619524	+	66.48	0.66	65.0	0.08253	CCM2L
chr20	transcript	30618638	30619524	+	66.48	0.66	65.0	0.08253	CCM2L
chr20	gene	30642088	30642605	+	52.03	0.81	28.0	0.13393	HCK
chr20	transcript	30642088	30642605	+	52.03	0.81	28.0	0.13393	HCK
chr20	gene	31170512	31173641	+	77.44	0.79	372.0	0.03791	RP11-410N8.1
chr20	transcript	31170512	31173641	+	77.44	0.79	372.0	0.03791	RP11-410N8.1
chr20	gene	31353319	31353844	+	50.67	0.69	23.0	0.18659	DNMT3B
chr20	transcript	31353319	31353844	+	50.67	0.69	23.0	0.18659	DNMT3B
chr20	gene	32123890	32125313	+	67.81	0.61	100.0	0.128	CBFA2T2
chr20	transcript	32123890	32125313	+	67.81	0.61	100.0	0.128	CBFA2T2
chr20	gene	32251124	32251833	+	72.36	0.89	82.0	0.04573	C20orf144
chr20	gene	32254812	32255990	+	71.99	0.85	130.0	0.0	ACTL10
chr20	transcript	32254812	32255990	+	71.99	0.85	130.0	0.0	ACTL10
chr20	exon	32254812	32255990	+	71.99	0.85	130.0	0.0	ACTL10
chr20	gene	32952375	32952962	+	54.17	0.69	29.0	0.0	ITCH
chr20	transcript	32952375	32952962	+	54.17	0.69	29.0	0.0	ITCH
chr20	gene	33004932	33005450	+	54.05	0.61	23.0	0.04348	ITCH
chr20	transcript	33004932	33005450	+	54.05	0.61	23.0	0.04348	ITCH
chr20	gene	33062383	33063489	+	65.73	0.6	72.0	0.06944	ITCH
chr20	transcript	33062383	33063489	+	65.73	0.6	72.0	0.06944	ITCH
chr20	gene	33146117	33147745	+	70.76	0.75	153.0	0.01961	MAP1LC3A
chr20	transcript	33146117	33147745	+	70.76	0.75	153.0	0.01961	MAP1LC3A
chr20	gene	33296515	33298243	+	69.68	0.7	146.0	0.0	TP53INP2
chr20	transcript	33296515	33298243	+	69.68	0.7	146.0	0.0	TP53INP2
chr20	gene	33460404	33461123	+	67.04	0.72	58.0	0.06897	ACSS2
chr20	transcript	33460404	33461123	+	67.04	0.72	58.0	0.06897	ACSS2
chr20	gene	33464099	33464646	+	70.57	0.86	56.0	0.07143	ACSS2
chr20	transcript	33464099	33464646	+	70.57	0.86	56.0	0.07143	ACSS2
chr20	gene	33563407	33563940	+	50.84	0.67	23.0	0.08696	MYH7B
chr20	transcript	33563407	33563940	+	50.84	0.67	23.0	0.08696	MYH7B
chr20	gene	33584817	33585451	+	70.98	0.68	50.0	0.08825	MYH7B
chr20	transcript	33584817	33585451	+	70.98	0.68	50.0	0.08825	MYH7B
chr20	gene	33762355	33763061	+	66.29	0.67	52.0	0.05769	PROCR
chr20	transcript	33762355	33763061	+	66.29	0.67	52.0	0.05769	PROCR
chr20	gene	34021722	34022674	+	62.5	0.64	59.0	0.0678	GDF5OS
chr20	transcript	34021722	34022674	+	62.5	0.64	59.0	0.0678	GDF5OS
chr20	exon	34021722	34022674	+	62.5	0.64	59.0	0.0678	GDF5OS
chr20	gene	34206511	34207756	+	63.86	0.62	79.0	0.03464	SPAG4
chr20	transcript	34206511	34207756	+	63.86	0.62	79.0	0.03464	SPAG4
chr20	gene	34373868	34374423	+	51.71	0.63	23.0	0.26087	PHF20
chr20	transcript	34373868	34374423	+	51.71	0.63	23.0	0.26087	PHF20
chr20	gene	34562946	34563515	+	59.58	0.84	42.0	0.0	CNBD2
chr20	transcript	34562946	34563515	+	59.58	0.84	42.0	0.0	CNBD2
chr20	gene	34589074	34590352	+	68.15	0.6	89.0	0.02921	CNBD2
chr20	transcript	34589074	34590352	+	68.15	0.6	89.0	0.02921	CNBD2
chr20	gene	34597184	34597742	+	53.58	0.6	24.0	0.0	CNBD2
chr20	transcript	34597184	34597742	+	53.58	0.6	24.0	0.0	CNBD2
chr20	gene	34664549	34665225	+	57.25	0.72	40.0	0.16983	RP4-550H1.4
chr20	transcript	34664549	34665225	+	57.25	0.72	40.0	0.16983	RP4-550H1.4
chr20	gene	34679786	34681672	+	70.68	0.92	208.0	0.04365	EPB41L1
chr20	transcript	34679786	34681672	+	70.68	0.92	208.0	0.04365	EPB41L1
chr20	gene	35064371	35065455	+	62.45	0.76	80.0	0.0125	DLGAP4
chr20	transcript	35064371	35065455	+	62.45	0.76	80.0	0.0125	DLGAP4
chr20	gene	35089018	35090390	+	71.28	0.84	146.0	0.05302	DLGAP4
chr20	transcript	35089018	35090390	+	71.28	0.84	146.0	0.05302	DLGAP4
chr20	gene	35154909	35155497	+	57.14	0.69	33.0	0.05361	DLGAP4
chr20	transcript	35154909	35155497	+	57.14	0.69	33.0	0.05361	DLGAP4
chr20	gene	35233830	35234783	+	68.63	0.94	105.0	0.20635	TGIF2-C20orf24
chr20	transcript	35233830	35234783	+	68.63	0.94	105.0	0.20635	TGIF2-C20orf24
chr20	gene	35941507	35942065	+	52.33	0.61	23.0	0.04348	MANBAL
chr20	transcript	35941507	35942065	+	52.33	0.61	23.0	0.04348	MANBAL
chr20	gene	35974058	35975274	+	74.51	0.68	114.0	0.03151	SRC
chr20	transcript	35974058	35975274	+	74.51	0.68	114.0	0.03151	SRC
chr20	gene	36012237	36013894	+	66.14	0.75	136.0	0.01379	SRC
chr20	transcript	36012237	36013894	+	66.14	0.75	136.0	0.01379	SRC
chr20	gene	36888708	36889483	+	72.13	0.7	70.0	0.15571	BPI
chr20	transcript	36888708	36889483	+	72.13	0.7	70.0	0.15571	BPI
chr20	gene	36990676	36991209	+	54.03	0.82	32.0	0.39726	LBP
chr20	transcript	36990676	36991209	+	54.03	0.82	32.0	0.39726	LBP
chr20	gene	37274548	37275540	+	58.67	0.68	57.0	0.01754	ARHGAP40
chr20	transcript	37274548	37275540	+	58.67	0.68	57.0	0.01754	ARHGAP40
chr20	gene	37522598	37523143	+	65.32	0.67	37.0	0.16216	PPP1R16B
chr20	transcript	37522598	37523143	+	65.32	0.67	37.0	0.16216	PPP1R16B
chr20	gene	37539870	37540433	+	50.62	0.68	24.0	0.08333	PPP1R16B
chr20	transcript	37539870	37540433	+	50.62	0.68	24.0	0.08333	PPP1R16B
chr20	gene	40626800	40628077	+	65.62	0.88	120.0	0.00237	RP5-1121H13.4
chr20	transcript	40626800	40628077	+	65.62	0.88	120.0	0.00237	RP5-1121H13.4
chr20	gene	43017081	43017602	+	61.42	0.62	30.0	0.0	HNF4A
chr20	transcript	43017081	43017602	+	61.42	0.62	30.0	0.0	HNF4A
chr20	gene	43378669	43379596	+	69.58	0.76	85.0	0.0	KCNK15
chr20	transcript	43378669	43379596	+	69.58	0.76	85.0	0.0	KCNK15
chr20	gene	43940097	43941199	+	64.16	0.68	76.0	0.09211	RBPJL
